"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus"
"sp12",1.21242124410452,-2.04348079984538,1.74145754709695,-1.17343130370988,0.240622890083485,0.998452937578405,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"sp13",3.43041459840913,2.0547416597788,1.54469143497368,1.33019554148937,0.1834538527794,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"sp14",14.6986448687654,-4.49216482236865,0.969086827826678,-4.63546164634494,3.56141757003619e-06,0.00540979328888497,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"sp15",8.72844560913782,0.259681428751243,0.932530083145247,0.278469760327073,0.780651775114364,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"sp16",1.28591846569419,-1.14893612738614,1.22157793766615,-0.940534444802773,0.346943490038875,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"sp17",20.6034435685035,3.67967923571424,0.984483211264397,3.73767596400992,0.00018572909950527,0.056424500429701,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Nitrobacter"
"sp18",0.992181729598661,0.376963551992153,1.35156027479759,0.278909908067997,0.780313964619068,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"sp19",0.377557732360123,0.570510668603077,1.47209979930098,0.387548907264292,0.698349885364934,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"sp20",11.3086672578118,-7.19309761541186,1.62692432297198,-4.42128592820587,9.81152384112596e-06,0.00745185235733517,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Eoetvoesia"
"sp21",14.5010420374979,0.231469770214799,0.850900681375403,0.272029127818594,0.785599622807532,0.998452937578405,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"sp22",17.7933404780438,2.40658052514033,1.1646214518164,2.06640580197703,0.0387901785581106,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas"
"sp23",0.316932858426951,1.06357852730606,1.39420205757534,0.762858239612504,0.445547943608831,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"sp24",4.25516135330113,-2.12129261573524,1.69463220035308,-1.25177169139903,0.21065306816007,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"sp25",9.07984115812019,2.33828833448302,1.3310404161046,1.75673729076253,0.0789625982108079,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
